album_name,artists,total_tracks,album_url,cover_url,album_uri,song_name,song_artists,song_duration,song_is_explicit,song_url,song_preview_url,song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genius_id,lyrics
Un Verano Sin Ti,Bad Bunny,23,https://open.spotify.com/album/3RQQmkQEvNCY4prGKE6oc5,Un Verano Sin Ti,spotify:album:3RQQmkQEvNCY4prGKE6oc5,Moscow Mule,Bad Bunny,4.098983333333333,True,https://open.spotify.com/track/6Xom58OOXk2SoU711L2IXO,https://p.scdn.co/mp3-preview/585736d2d4dba1eef13b6d63c54dd4c16a3275fb?cid=15500ca1388444ff91e425a3e0815156,spotify:track:6Xom58OOXk2SoU711L2IXO,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,7967967,"[Letra de ""Moscow Mule""] 
[Intro] 
Si yo no te escribo, tú no me escribe, ey 
Si tú quieres, te busco, yo sé dónde tú vive 
Quizá hoy está aborrecía 
Pero por dentro tú tiene alegría 
[Coro] 
Si quieres te la saco 
Dos trago y sabes que me pongo bellaco 
No somo na, pero estamo envuelto hace rato, oh-oh 
WhatsApp sin el retrato, no guarda mi contacto (¡Ey, ey, ey, ey!) 
Pero se la saco 
Dos trago y sabes que me pongo bellaco 
No somo na, pero estamo envuelto hace rato, oh-oh 
WhatsApp sin el retrato, no guarda mi contacto-to 
[Verso 1] 
Todo e underwater (Ey) 
Baby, vamo pal cuarto quarter 
En la Uru comiéndono el pare 
Te voa dar duro pa que no me compare, ey 
Cuidao con ese mahón, que se va a romper (Ey) 
Ese booty lo va a romper (Ey) 
Yo no sé si yo te vuelvo a ver 
Si mañana me voa perder 
Tú ere una player, me hiciste un crossover 
Esta ve metiste, me diste game over, eh-eh (Huh) 
Porque no puedo olvidar 
El perreo aquel que se fue viral 
Dime si mañana te va a quedar 
Después de la alarma te lo voy a dar, ey 
Hoy tú no va a trabajar, jeje, no 
[Coro] 
Si quieres te la saco 
Dos trago y sabes que me pongo bellaco 
No somo na, pero estamo envuelto hace rato, oh-oh 
WhatsApp sin el retrato, no guarda mi contacto 
Pero se la saco 
Dos trago y sabes que me pongo bellaco 
No somo na, pero estamo envuelto hace rato, oh-oh 
WhatsApp sin el retrato, no guarda mi contacto"
Un Verano Sin Ti,Bad Bunny,23,https://open.spotify.com/album/3RQQmkQEvNCY4prGKE6oc5,Un Verano Sin Ti,spotify:album:3RQQmkQEvNCY4prGKE6oc5,Después de la Playa,Bad Bunny,3.8400000000000003,False,https://open.spotify.com/track/1dm6z1fWB0cErMszU25dy2,https://p.scdn.co/mp3-preview/9dddf0cfb0bd4f88b4ec64bf547cd66e569fbf96?cid=15500ca1388444ff91e425a3e0815156,spotify:track:1dm6z1fWB0cErMszU25dy2,0.564,0.903,5,-3.221,1,0.307,0.356,0.0,0.175,0.607,78.293,7967968,"[Letra de ""Después de la Playa""] 
[Intro] 
Yeah-yeah, yeah-yeah, yeah-yeah 
Eh-eh 
Ja, ja 
Eh-eh, eh-eh, eh 
[Verso 1] 
Tú dice que no me atrevo 
Si supiera que yo ando a fuego 
Dime qué tú juega y yo lo juego 
No lo dejemo pa luego, no 
Que la luz ya se fue 
Y la noche llegó, ey 
Quiero saber si usted quiere lo mismo que yo 
[Coro] 
Dime pa dónde vamo después de la playa 
Si nos secamo, yo traigo la toalla 
Y de nuevo nos mojamo, pero en mi cama 
Te voa dar tabla de surfear, yeah 
Dime pa dónde vamo después de la playa 
Si nos secamo, yo traigo la toalla 
Y de nuevo nos mojamo, pero en mi cama 
Te voa dar tabla de surfear, bebé 
[Interludio] 
Dime, ¿vamo pal mambo o no vamo pal mambo? 
Tú me dice, mami 
Zumba 
¿Qué? 
Ey, ey, ey 
Hoy sí que sí, ah 
Wuh 
Ey 
[Coro] 
Dime pa dónde vamo después de la playa 
Si nos secamo, yo traigo la toalla 
Y de nuevo nos mojamo, pero en mi cama 
Te voa dar tabla de surfear, bebé"
Un Verano Sin Ti,Bad Bunny,23,https://open.spotify.com/album/3RQQmkQEvNCY4prGKE6oc5,Un Verano Sin Ti,spotify:album:3RQQmkQEvNCY4prGKE6oc5,Me Porto Bonito,"Bad Bunny, Chencho Corleone",2.976116666666667,True,https://open.spotify.com/track/6Sq7ltF9Qa7SNFBsV5Cogx,https://p.scdn.co/mp3-preview/8513b15fb5b39966d8eccaa7b8c050c7a570e6e8?cid=15500ca1388444ff91e425a3e0815156,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,7967957,"[Letra de ""Me Porto Bonito""] 
[Intro: Bad Bunny &  
Chencho Corleone 
] 
Yeah-yeah-yeah-yeah-yeah-yeah, ey 
En la guagua se quedó el olor de tu perfume 
Tú ere una bellaca, yo soy un bellaco, eso e lo que no une 
Ella sabe que está buenota y no la presumen 
Si yo fuera tu gato, subiera una foto los vierne y los lune ( 
So 
) 
[Coro: Chencho Corleone &  
Bad Bunny 
] 
Pa que to el mundo vea lo rica que tú está, que tú está 
Contigo tengo que apretar 
Y еn la calle ando suelto, pero por ti mе quito 
Si tú me lo pide, yo me porto bonito 
Y subo un selfie pa que vean lo rica que tú está, que tú está 
Las otras tienen que apretar 
En la calle ando suelto, pero por ti me quito 
Si tú me lo pide, yo me porto bonito ( 
Ey, ey 
) 
[Verso 1: Bad Bunny] 
Tú no ere bebecita, tú ere bebesota 
Frikitona 
, ma, se te nota 
Le gustan los trío cuando está en la nota 
Si el novio no sirve, de una lo bota 
Y wow, mami, dime dónde dejo el résume (Résume) 
Sé que te dejaste hace un me (Ey, ey) 
Y de una de pecho me zumbé 
Si quiere te hago un bebé o te traigo la plan B 
Uff, mami, qué rica tú te ve 
Pa los 2000 escuchaba RBD 
Y ahora quiere perreo, toa la noche en la pared 
Te obsesiono, CBD 
[Verso 2: Chencho Corleone &  
Bad Bunny 
] 
Mami, tú ere élite (Ey), no te me limite (Okey) 
Déjame hacerte lo que amerite y te levite 
Dale pal escondite (Ey), no te me arisque (So) 
Que aquí no va a poder llegar lo satélite (Oh) 
Mami, sube algo, dame contenido 
Ese culo súbelo má seguido 
Me paso jangueando, a ver si coincido, ey 
Y por fin doy contigo 
Mai, nuestra bellaquera nunca la olvido 
Ninguna como tú a mí me ha complacido 
Tú cree que a toda siempre les digo lo mismo 
Quiere chingar, pero no quiere na fijo, ey 
Pero en confianza me confiesa 
Dice que nadie le interesa 
Pero cuando sale, se pone traviesa ( 
Ey 
)"
Un Verano Sin Ti,Bad Bunny,23,https://open.spotify.com/album/3RQQmkQEvNCY4prGKE6oc5,Un Verano Sin Ti,spotify:album:3RQQmkQEvNCY4prGKE6oc5,Tití Me Preguntó,Bad Bunny,4.061933333333333,False,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ,https://p.scdn.co/mp3-preview/a174cca3a21422be508f4e108ea1c04114e42538?cid=15500ca1388444ff91e425a3e0815156,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,7967959,"[Letra de ""Tití Me Preguntó""] 
[Intro: Bad Bunny] 
Ey 
[Coro: Bad Bunny] 
Tití me preguntó si tengo mucha novia, mucha novia 
Hoy tengo a una, mañana otra, ey, pero no hay boda 
Tití me preguntó si tengo mucha novia, je, mucha novia 
Hoy tengo a una, mañana otra 
[Refrán: Bad Bunny] 
Me la voa llevar a toa pa un VIP, un VIP, ey 
Saluden a Tití 
Vamo a tirarno un selfie, say ""cheese"", ey 
Que sonrían las que ya les metí 
En un VIP,  un VIP, ey 
Saluden a Tití 
Vamo a tirarno un selfie, say ""cheese"" 
Que sonrían las que ya se olvidaron de mí 
[Verso 1: Bad Bunny] 
Me gustan mucho las Gabriela 
Las Patricia, las Nicole, las Sofía 
Mi primera novia en kinder, María 
Y mi primer amor se llamaba Thalía 
Tengo una colombiana que mе escribe to los día 
Y una mexicana quе ni yo sabía 
Otra en San Antonio que me quiere todavía 
Y las de PR que todita son mía 
Una dominicana que es uva bombón 
Uva, uva bombón 
La de Barcelona que vino en avión 
Y dice que mi bicho está cabrón 
Yo dejo que jueguen con mi corazón 
Quisiera mudarme con toda pa una mansión 
El día que me case te envío la invitación 
Muchacho, deja eso, ey"
Un Verano Sin Ti,Bad Bunny,23,https://open.spotify.com/album/3RQQmkQEvNCY4prGKE6oc5,Un Verano Sin Ti,spotify:album:3RQQmkQEvNCY4prGKE6oc5,Un Ratito,Bad Bunny,2.9489333333333336,False,https://open.spotify.com/track/5CzixCxDkRXX9mScCmah8O,https://p.scdn.co/mp3-preview/62c5c24c4264ce0788d1655686a4eca459c82b11?cid=15500ca1388444ff91e425a3e0815156,spotify:track:5CzixCxDkRXX9mScCmah8O,0.787,0.546,0,-7.094,0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,7927935,"[Letra de ""Un Ratito""] 
[Intro] 
Yeah-yeah-yeah-yeah 
Yeah-yeah-yeah-yeah-yeah 
Ey 
[Pre-Coro] 
Quizás yo vuelva con mi ex 
Y no te vuelva a ver (Y no te vuelva a ver) 
Quizá no te importa, quizá te va a doler 
[Coro] 
Esto e un ratito, uoh 
Mami, no te acostumbre, eh 
Que el amor es muy bonito 
Pero siempre hay algo que lo interrumpe, eh 
Esto e un ratito, uoh 
Mami, no te acostumbre, eh 
Que el amor es muy bonito (Pero, pero) 
Pero siempre hay algo que lo interrumpe, eh 
[Verso 1] 
Pa mí que yo nací pa estar solo 
No hay una loca pa este loco 
El tiempo se va y queda poco 
Baby, vamo a hacerlo otra ve, a chingar otra ve 
Porque mañana quizá no voa estar 
La luz se puso roja, hay que parar 
O si quiere nos bajamo y podemo perrear 
Baby, esto no fue normal 
[Puente] 
Con cualquiera no me acuesto, a cualquiera no le meto 
Ni le cuento mis secreto 
Me pongo feliz cuando llegan tus texto 
Porque 
Con cualquiera no me acuesto, a cualquiera no le meto 
Ni le cuento mis secreto 
Me pongo feliz cuando llegan tus texto 
O cuando en cuatro te lo meto"
Un Verano Sin Ti,Bad Bunny,23,https://open.spotify.com/album/3RQQmkQEvNCY4prGKE6oc5,Un Verano Sin Ti,spotify:album:3RQQmkQEvNCY4prGKE6oc5,Yo No Soy Celoso,Bad Bunny,3.845066666666667,True,https://open.spotify.com/track/5kVZxyMY1gfdCLiChsfjn1,https://p.scdn.co/mp3-preview/8b867e2dbbeb7af42c1efbc76d29d186a8ca4a61?cid=15500ca1388444ff91e425a3e0815156,spotify:track:5kVZxyMY1gfdCLiChsfjn1,0.872,0.588,0,-6.276,1,0.0492,0.275,0.0,0.17,0.93,142.004,7967958,"[Letra de ""Yo No Soy Celoso""] 
[Intro] 
Ey, ey 
[Verso 1] 
El que esté libre de pecado que tire una piedra y yo tiro un peñón, yo tiro un peñón 
Anoche soñé contigo y me levanté gruñón 
Bebiendo desde temprano, Dios me cuide el hígado y riñón, ey, ey, ey 
Extrañando toa las noche de caviar y mignon 
Ahora eres de fuego como Olga Tañón, je 
Y en el cora me dejaste el Gran Cañón 
Tú y yo éramo los Thunder y se rompió el equipo 
Ayer te vieron dizque en Fifty-Eight con otro tipo 
Yo también ando con una galla que con ella flipo 
Y no, no 
[Coro] 
Yo no soy celoso, ¿pero quién e ese cabrón? 
Dime quién e ese cabrón 
Tranquila, no soy psycho 
No voa hacer un papelón, pero 
Auch, mi corazón 
Yo no soy celoso, ¿pero quién e ese cabrón? 
Dime quién e ese cabrón 
Tranquila, no soy psycho 
No voa hacer un papelón, pero 
Auch, mi corazón, eh 
[Interludio Silbado] 
[Verso 2] 
Wow, sé que soy un caripelao, encojonao por eso 
Cuando con má de mil he estao, a cuántas no le he dao, je 
Pero tranquila, que yo mismo me tengo amenazao 
Yo sé lo que tenía, lo que no sabía e qué se sentía perderlo 
Si Beto lo enrola voy a prenderlo, si traen perico voa huelerlo 
El cora y la mente enredao, en el pecho tengo un dreadlock 
Enamorao por aquí, enamorao por allá, Cupido, basta ya 
Te quiero pa mí na má, y eso e egoísmo 
Me pongo celoso sin razón y eso es machismo, ey 
Un bofetón pa mí mismo 
Cogimo vacacione y no fuimo de turismo 
Por el Caribe probando nuevas táctica 
Pero si vuelve a la Antártica"
Un Verano Sin Ti,Bad Bunny,23,https://open.spotify.com/album/3RQQmkQEvNCY4prGKE6oc5,Un Verano Sin Ti,spotify:album:3RQQmkQEvNCY4prGKE6oc5,Tarot,"Bad Bunny, Jhay Cortez",3.9649,False,https://open.spotify.com/track/41oY4WCTj5kccfesTVFnvN,https://p.scdn.co/mp3-preview/db8db5f15768f239548f3499bdd12bfcc6ce063f?cid=15500ca1388444ff91e425a3e0815156,spotify:track:41oY4WCTj5kccfesTVFnvN,0.795,0.684,11,-3.971,0,0.0419,0.0225,0.0,0.658,0.419,114.011,7967954,"[Letra de ""Tarot""] 
[Intro: Jhay Cortez] 
Verte en el VIP de lejito e un privilegio (-legio) 
Baby, tú ere un mito, ese culito e un misterio (-terio) 
Tú loquita porque te cojan y yo que me coja en serio 
Y a Dios le voa pedir que te lo explique (-plique) 
Que tú estás muy dura, tú tiene el pique (Pique) 
No te sorprenden to estos bobo con ticket (Ticket) 
Tú lo quе quiere es quе te chi— 
[Coro: Jhay Cortez] 
Ojalá y tenga suerte 
Porque no cualquiera puede llegarte 
Pero yo voy a mí pa que hoy tú me la suelte 
Tienes la disco de museo, ma, tú ere arte 
Y yo pagué pa verte 
Y 
 va a gustarte 
To lo que quiero hacerte, eh 
Hoy tengo que hablarte 
Tienes la disco de museo, ma, tú ere arte 
Ojalá y tenga suerte 
[Verso 1: Bad Bunny] 
Eh-eh, ey 
Si subiste una story es pa que te lo comenten (-menten) 
Si te mandé un fueguito es que me tiene caliente (Caliente) 
Tú estás dura de espalda y más rica de frente (Frente), eh-eh 
Mami, yo le llego al oeste, je 
Si es pa darte este, ey 
Baby, yo quiero darte las buena noche pa que te acueste 
Y si se da al fin, nos vamo de aquí 
Ojalá diga que sí, vamo a darle 
Que anda bonita y suelta, bonita y suelta 
Se dejó del gato y tiene cinco de repuesta 
Yo quiero saber con qué pantycito te acuesta 
Baby, dime si tú tás puesta"
Un Verano Sin Ti,Bad Bunny,23,https://open.spotify.com/album/3RQQmkQEvNCY4prGKE6oc5,Un Verano Sin Ti,spotify:album:3RQQmkQEvNCY4prGKE6oc5,Neverita,Bad Bunny,2.8853166666666668,False,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB,https://p.scdn.co/mp3-preview/545c52ad44359becf52e53977c0758cc6de4550b?cid=15500ca1388444ff91e425a3e0815156,spotify:track:31i56LZnwE6uSu3exoHjtB,0.876,0.498,10,-7.511,1,0.0478,0.0706,0.0,0.143,0.428,122.016,7967944,"[Letra de ""Neverita""] 
[Coro] 
Yo toy puesto pa ti y tú te me quita 
Diablo, qué piquete la chamaquita 
El corazón lo puso en la neverita 
Dice que este verano se queda solita 
Yo toy puesto pa ti y tú te me quita 
Diablo, qué piquete la chamaquita 
El corazón lo puso en la neverita 
Dice que este verano se queda solita 
[Post-Coro] 
Pero nunca sola, sola 
Amores vienen y van, como las ola 
El DM explotao, tos le escriben ""hola"" 
Una fila e cabrone y yo quiero la cola, yeah, yeah, yeah 
[Interludio Instrumental] 
[Verso] 
Déjame untarte el sunblock pa que no te queme 
Aquí hay mucha nenas linda pero tú la tiene 
Jugar conmigo, eso te entretiene 
No sea mala, me tienes de meme (Ey, ey, ey, ey) 
Me siento como el sol, ey, cuando te pones sunblock (Cuando te pones sunblock) 
Baby déjame entrar (Déjame entrar), dale, quítame el lock (Dale, quítame el lock), ey 
Yo me la pasaría contigo viendo TikTok, je (¡Huh-huh!) 
Déjame sorprenderte, ey 
Déjame untarte el sunblock pa que no te queme 
Aquí hay mucha nenas linda pero tú la tiene 
Jugar conmigo, eso te entretiene 
No sea mala, me tienes de meme 
[Coro] 
Yo toy puesto pa ti y tú te me quita 
Diablo, qué piquete la chamaquita 
El corazón lo puso en la neverita 
Dice que este verano se queda solita"
Un Verano Sin Ti,Bad Bunny,23,https://open.spotify.com/album/3RQQmkQEvNCY4prGKE6oc5,Un Verano Sin Ti,spotify:album:3RQQmkQEvNCY4prGKE6oc5,La Corriente,"Bad Bunny, Tony Dize",3.3061166666666666,True,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt,https://p.scdn.co/mp3-preview/5b652748ee9a5a10433e28fa0f63f365b8bf58c2?cid=15500ca1388444ff91e425a3e0815156,spotify:track:1797zYiX4cKosMH836X9Gt,0.663,0.786,11,-3.51,0,0.195,0.229,0.0,0.219,0.579,196.12,7967975,"[Letra de ""La Corriente""] 
[Intro: Tony Dize] 
La melodía con la calle 
Tony Dize 
[Pre-Coro: Tony Dize &  
Bad Bunny 
] 
Baby, dame la señal 
Si me sigues mirando así te voa besar, te voa besar ( 
Te voa besar 
) 
Si es contigo no lo tengo que pensar ( 
No, no 
) 
[Coro: Tony Dize &  
Bad Bunny 
] 
Porque tú no eres como otra, no 
Tú eres diferente ( 
Eh, eh 
) 
Viviendo la vida loca 
Siempre en contra e la corriente 
Hace lo que a ti te dé la gana, gana, ah-ah-ah 
Siempre pichea, meno si el perreo llama ( 
Jeje 
), llama, ah-ah-ah ( 
Ey, ey 
) 
[Verso 1: Bad Bunny] 
Quiero que tú me enseñe, que sea mi teacher, jeje 
Una bitch, una pitcher, ey 
Lowkey, anda a switche, je 
Loca que me la chi— 
Ey, ey, la baby ya va pa treinta y se ve violenta, se ve violenta 
Hace rato está mirando, me di cuenta, ya me di cuenta, ah-ah 
Ella sabe má que tú, así que no sea tonto, chico, no le mienta, je 
No te vivas la película, que ella es la película y de las que no se renta 
Sube ese culo y tos comentan 
Una bad bitch, girl de lo 90 
Esa carita agridulce es la que me tienta 
Una picky, una menta 
Pa mamártela y rompértela 
Bajo pa tu cancha y wachartela 
Si tu amiga quiere, ve, invítala 
Ve, invítala, que se va a hacer"
Un Verano Sin Ti,Bad Bunny,23,https://open.spotify.com/album/3RQQmkQEvNCY4prGKE6oc5,Un Verano Sin Ti,spotify:album:3RQQmkQEvNCY4prGKE6oc5,Efecto,Bad Bunny,3.551016666666667,False,https://open.spotify.com/track/5Eax0qFko2dh7Rl2lYs3bx,https://p.scdn.co/mp3-preview/10a488c0e8056119b63f2d51e6507a6c1ac4235b?cid=15500ca1388444ff91e425a3e0815156,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,7967960,"[Letra de ""Efecto""] 
[Intro] 
Yeah-yeah-yeah-yeah-yeah-yeah 
Eh-eh-eh-eh 
[Pre-Coro] 
No sé si es casualidad que yo me sienta así 
Siempre que tú estás cerquita de mí 
Dime qué me hiciste, qué droga me diste 
Que desde aquella noche no soy igual 
Tú me mira y empiezo a sudar 
Siento que puedo volar 
[Coro] 
Baby, la nota ya está haciendo efecto 
Mi mundo está jodío y me siento perfecto 
Porque estás tú, aquí, moviéndote así, no pare 
Baby, tú eres mi droga, esta noche no le baje 
Porque la nota ya está haciendo efecto 
Mi mundo está jodío y me siento perfecto 
Porque estás tú, aquí, moviéndote así, no pare 
Baby, tú eres mi droga, esta noche no le baje 
[Post-Coro] 
Esta no, esta sí 
Esta no, esta sí 
Esta no, esta sí 
Esta no, esta sí 
[Verso] 
El gatito tuyo te perdió por negligencia 
Y yo que no creo en la abstinencia 
Esta noche en la cama va a haber turbulencia 
Qué rico tú mama, te voa dar la permanencia 
Ese totito e la eminencia 
Pa darle tengo licencia 
Desde que fuimo a Florencia 
Se puso más bicha, pero no pierde la esencia 
No, no, de Carola 
No, no, no, no anda sola 
No, no, no le diga ""hola"" 
O va a ser otro pa la cola 
Tu piquete me mola 
Yo soy fan de esa popola (Mua, mua) 
Más las picky, las endo, la coca y la rola (Más nada) 
Eres tú quien me controla, eh (Jeje)"
